id: 1,name: Bouvière,price: 900,loc: Rivière,shadow: 1,time_st: 0, time_end: 0, month_st: 11, month_end: 3
id: 60,name: Anchois,price: 200,loc: Océan,shadow: 2,time_st: 4, time_end: 21, month_st: 0, month_end: 0
id: 61,name: Chinchard,price: 150,loc: Océan,shadow: 2,time_st: 0, time_end: 0, month_st: 0, month_end: 0
id: 62,name: Scarus,price: 5000,loc: Océan,shadow: 3,time_st: 0, time_end: 0, month_st: 3, month_end: 11
id: 63,name: Bar commun,price: 400,loc: Océan,shadow: 5,time_st: 0, time_end: 0, month_st: 0, month_end: 0
id: 64,name: Vivaneau,price: 3000,loc: Océan,shadow: 4,time_st: 0, time_end: 0, month_st: 0, month_end: 0
id: 65,name: Limande,price: 300,loc: Océan,shadow: 3,time_st: 0, time_end: 0, month_st: 10, month_end: 4
id: 66,name: Cardeau,price: 800,loc: Océan,shadow: 5,time_st: 0, time_end: 0, month_st: 0, month_end: 0
id: 67,name: Calmar,price: 500,loc: Océan,shadow: 3,time_st: 0, time_end: 0, month_st: 12, month_end: 8
id: 68,name: Murène,price: 2000,loc: Océan,shadow: Narrow,time_st: 0, time_end: 0, month_st: 8, month_end: 10
id: 69,name: Murène ruban bleue,price: 600,loc: Océan,shadow: Narrow,time_st: 0, time_end: 0, month_st: 6, month_end: 10
id: 70,name: Thon,price: 7000,loc: Ponton,shadow: 6,time_st: 0, time_end: 0, month_st: 11, month_end: 4
id: 71,name: Marlin bleu,price: 10000,loc: Ponton,shadow: 6,time_st: 0, time_end: 0, month_st: 11, month_end: 4
id: 72,name: Marlin bleu,price: 10000,loc: Ponton,shadow: 6,time_st: 0, time_end: 0, month_st: 7, month_end: 9
id: 73,name: Carangue grosse tête,price: 4500,loc: Ponton,shadow: 5,time_st: 0, time_end: 0, month_st: 5, month_end: 10
id: 74,name: Coryphène,price: 6000,loc: Ponton,shadow: 5,time_st: 0, time_end: 0, month_st: 5, month_end: 10
id: 75,name: Lune de mer,price: 4000,loc: Océan,shadow: 6 (Fin),time_st: 4, time_end: 21, month_st: 7, month_end: 9
id: 76,name: Raie,price: 3000,loc: Océan,shadow: 5,time_st: 4, time_end: 21, month_st: 8, month_end: 11
id: 77,name: Requin scie,price: 12000,loc: Océan,shadow: 6 (Fin),time_st: 16, time_end: 9, month_st: 6, month_end: 9
id: 78,name: Requin marteau,price: 8000,loc: Océan,shadow: 6 (Fin),time_st: 16, time_end: 9, month_st: 6, month_end: 9
id: 79,name: Grand requin blanc,price: 15000,loc: Océan,shadow: 6 (Fin),time_st: 16, time_end: 9, month_st: 6, month_end: 9
id: 80,name: Requin baleine,price: 13000,loc: Océan,shadow: 6 (Fin),time_st: 0, time_end: 0, month_st: 6, month_end: 9
id: 81,name: Rémora Rayé,price: 1500,loc: Océan,shadow: 4 (Fin),time_st: 0, time_end: 0, month_st: 6, month_end: 9
id: 82,name: Poisson lanterne,price: 2500,loc: Océan,shadow: 4,time_st: 16, time_end: 9, month_st: 11, month_end: 3
id: 83,name: Poisson-ruban,price: 9000,loc: Océan,shadow: 6,time_st: 0, time_end: 0, month_st: 12, month_end: 5
id: 84,name: Macropinna,price: 15000,loc: Océan,shadow: 2,time_st: 21, time_end: 4, month_st: 0, month_end: 0
id: 85,name: Coelacanthe,price: 15000,loc: Océan,shadow: 6,time_st: 0, time_end: 0, month_st: 0, month_end: 0
